name;iso_country;municipality;icao_code
Fazenda Osmarilia Airport;BR;Muricil??ndia;
Rancho Tandera Airstrip;BR;Mucaja?;
Fazenda Vista Alegre Airport;BR;Ita??ba;
Cristo Reis Airport;BR;Itaituba;
Tubar??o Heliport;BR;Ilhabela;
Ondina Heliport;BR;Salvador;
Ibar Heliport;BR;Po?;
Fazenda S??o Jo??o Airport;BR;Nova Granada;
Fazenda Esperan??a Airport;BR;Novo Horizonte Do Sul;
Fazenda Negrinha Airport;BR;Parapu??;
Cost??o Heliport;BR;Florian?polis;
Fazenda Nova Holanda Airport;BR;Balsas;
Fazenda Santa Maria Airport;BR;Jardim;
Laranjal Airport;BR;Laranjal Do Jari;
Fazenda Recanto Airport;BR;Alcin?polis;
Fazenda Santa Ad?lia Airport;BR;Santa Isabel;
Fazenda Xerez Airport;BR;Bela Vista;
International Paper Lu?s Ant?nio Heliport;BR;Lu?s Ant?nio;
Fazenda Nova Heliport;BR;Brejo da Madre de Deus;
Xanadu Airport;BR;Fernandes Pinheiro;
Haras Mour??o Airport;BR;Hidrol??ndia;
Fazenda RVT Airstrip;BR;Tail??ndia;
Fazenda Paraguaia Airstrip;BR;Guarapuava;
Fazenda Novo Mundo Airport;BR;Barra do Bugres;
Fazenda Lago Azul Airport;BR;Ita??ba;
Fazenda Primavera Airport;BR;Nova Cana?? do Norte;
S?tio do Carro????o Heliport;BR;Tatu?;
Fazenda Guanabara Airport;BR;Andradina;
Santo Expedito Airport;BR;Nova Independ?ncia;
Mocelin Airport;BR;Dois Vizinhos;
Cau?-Ijaci Heliport;BR;Ijaci;
Fazenda Pontal Airport;BR;Corumba?ba;
Fazenda ??gua Doce do Pantanal Airport;BR;Porto Murtinho;
Fazenda Mato Alto Airport;BR;Iguatemi;
Fazenda S??o Miguel Airport;BR;Corumb?;
Fazenda Santa Josefa Airport;BR;Jate?;
Fazenda Santa Verg?nia Airport;BR;Santa Rita Do Pardo;
Hospital Alem??o Osvaldo Cruz Helipad;BR;S??o Paulo;
Fazenda Floresta Airport;BR;Apiac?s;
Haras MGC Heliport;BR;Marab?;
Fazenda Flores Airport;BR;Amajari;
Fazenda Jacobina Airstrip;BR;Concei????o do Araguaia;
Fazenda S??o Jos? Airstrip;BR;Paran??;
Fazenda Arraial Airstrip;BR;S??o Jos? do Peixe;
Aeroclube de S??o Jos? do Rio Pardo Airport;BR;S??o Jos? Do Rio Pardo;
CAVU - Clube de Avia????o Ultraleve Airport;BR;Raposa;
Vit?ria Hotel Residence Heliport;BR;Campinas;
Itapessoca Airport;BR;Goiana;
Fazenda ??gua Preta Airport;BR;Cocalinho;
Alphacentro Helipad;BR;Barueri;
SESC Pantanal Airport;BR;Pocon?;
Fazenda Progresso Airport;BR;Porto Murtinho;
Sebasti??o Jos? Pereira Airport;BR;Conde??ba;
Haras Forum Heliport;BR;Pedro Leopoldo;
Petrobr?s Refinaria de Paul?nea Replan Heliport;BR;Paul?nea;
Gramado Heliport;BR;Campinas;
Papaiz Heliport;BR;Diadema;
Saulo Fonseca Aviation Airport;BR;Barreiras;
Fazenda Recreio Airport;BR;C?ceres;
Fazenda Ref??gio Airport;BR;Bataguassu;
Fazenda S??o Sebasti??o Airstrip;BR;??gua Clara;
Riviera Santa Cristina XIII Heliport;BR;Paranapanema;
Jaboticaba Airport;BR;Andara?;
Senador Ant?nio Farias Airport;BR;Baia Formosa;
Fazenda Para?so Airport;BR;Para?so das ??guas;
Fazenda Est??ncia Regina Airport;BR;Terenos;
Botelho Airport;BR;Bras?lia;
Recanto das Mar?s Heliport;BR;Governador Celso Ramos;
Fazenda Morro Alto Airport;BR;Nova Cana?? do Norte;
Universidade Mogi das Cruzes Heliport;BR;S??o Paulo;
Aerolis Airport;BR;Mostardas;
Morro do Chap?u II Airport;BR;Chapada Dos Guimar??es;
Nova Odessa Airport;BR;Nova Odessa;
Duas Rodas Heliport;BR;Jaragu? do Sul;
Fazenda Terra do Sol Airport;BR;Porto Estrela;
Alcoolvare Airport;BR;Aparecida Do Taboado;
Fazenda Mat??o Airport;BR;Sapezal;
Fazenda Amizade Airport;BR;Sorriso;
Fazenda Carolina Airport;BR;Buritis;
KKS-37/2 Heliport;BR;Itatiaia;
Fazenda Cacimbas Airport;BR;Pastos Bons;
Fazenda Argemira Airport;BR;Itiquira;
Guarapiranga Heliport;BR;S??o Paulo;
Ricardo Dias Alves Airstrip;BR;Corumb?;
Fazenda Cafel??ndia Airport;BR;Eun?polis;
Fazenda Itaporanga Airstrip;BR;Rio Maria;
Fazenda Mimoso Airport;BR;Rio Brilhante;
Fazenda Jarin?? Airport;BR;Peixoto De Azevedo;
Jos? M??cio Monteiro Airport;BR;Rio Formoso;
Fazenda Morada da Lua Airport;BR;Coxim;
Barra Grande Airport;BR;Mara??;
Caima Airport;BR;Itaituba;
Hospital Pronto Socorro Jo??o XXIII Helipad;BR;Belo Horizonte;
Virg?nia Lyra Heliport;BR;Concei????o Das Alagoas;
Fazenda Ja? Airport;BR;Nova Xavantina;
Maksoud Plaza Helipad;BR;S??o Paulo;
Fazenda S??o Sebasti??o Airport;BR;Campo Florido;
Fazenda Bahia Airport;BR;Pedra Preta;
Fazenda Morro Branco Airport;BR;Porto Esperidi??o;
Fazenda Serra Vermelha Airport;BR;Samba?ba;
Vila Velha Heliport;BR;Angra Dos Reis;
Hiper Bergamini Heliport;BR;S??o Paulo;
Condom?nio Faria Lima Pinheiros Heliport;BR;S??o Paulo;
Portal dos Vales Airstrip;BR;Palmeiras;
Fazenda N.S. Aparecida Heliport;BR;S??o Sebasti??o do Oeste;
Fazenda Buena Vista Airport;BR;Balsas;
Fazenda Nossa Senhora Aparecida Airport;BR;Uni??o do Sul;
Fazenda Belo Horizonte Airport;BR;Amajari;
Fazenda Boa Vista Airport;BR;S??o Jo??o Batista do Gl?ria;
Senador Carlos Lyra Heliport;BR;Delta;
Fazenda S??o Sebasti??o Airport;BR;Aparecida Do Rio Doce;
Vega Heliport;BR;Fortaleza;
Fazenda S??o Jos? do Piquiri Airport;BR;Corumb?;
Fazenda Cimal Airstrip;BR;Apor?;
Fazenda Santa L??cia Airport;BR;Bar??o De Melga??o;
Hospital Miguel Arraes Helipad;BR;Paulista;
Fazenda Santo Ambr?sio Airport;BR;Chaves;
Tino Heliport;BR;Joinville;
Zizico Heliport;BR;Pontal do Paran?;
Fazenda Promiss??o Airport;BR;Diamantino;
Fazenda Mato Grosso Airport;BR;Campos de J??lio;
Santa Terezinha Airport;BR;Aquidauana;
Piraquara Airport;BR;Piraquara;
Fazenda ADS 7 Airport;BR;Santa Terezinha;
Fazenda Andressa Airstrip;BR;Ribas do Rio Pardo;
Fazenda Cocal Airport;BR;Santa Maria das Barreiras;
Fazenda S??o Sebasti??o Airport;BR;Nova Maring?;
Fazenda Santa Vit?ria Airport;BR;Balsas;
Fazenda Touro Branco Airport;BR;Navira?;
Telef?nica Helipad;BR;S??o Paulo;
INTO Helipad;BR;Rio de Janeiro;
Fazenda S??o Gabriel Airport;BR;Balsas;
Jomarca Helipad;BR;Guarulhos;
Fazenda Flores Airport;BR;Tamboril;
S?tio Santa Izabel Heliport;BR;Ibi??na;
Vivo S/A Helipad;BR;S??o Paulo;
Fazenda C?rrego Limpo Airport;BR;Terenos;
Est??ncia Indiana Airport;BR;Lucas do Rio Verde;
Fazenda Santa Genoveva Airport;BR;Turvel??ndia;
Fazenda Chap?u de Pano Airport;BR;Aquidauana;
Fazenda Nossa Senhora da Salete Airstrip;BR;Lu?s Eduardo Magalh??es;
Fazenda Liberdade Airport;BR;Cassil??ndia;
Fazenda Gabriela Airport;BR;Quer?ncia;
Fazenda Harmonia Heliport;BR;Luzi??nia;
Fazenda Porta do C?u Airport;BR;Nova Mutum;
Montes Horere Helipad;BR;S??o Paulo;
Grande Hotel S??o Pedro Heliport;BR;??guas de S??o Pedro;
Fazenda S??o Francisco Airport;BR;Peixoto De Azevedo;
Fazenda Santa Irene Airport;BR;Sandovalina;
ITH Helipad.;BR;Juiz de Fora;
Fazenda Planeste Airport;BR;Balsas;
Fazenda Santa Ad?lia Airport;BR;S??o Jos? do Xingu;
Ford Cama??ari Heliport;BR;Cama??ari;
Fazenda Primavera Airport;BR;Campo Grande;
Fazenda Ribeir??o Airport;BR;Camapu??;
Fazenda Dona Rosa S. Rezek Airport;BR;Jate?;
Fazenda Santa Eulalia Airport;BR;Pocon?;
Candote Airport;BR;Tr?s Lagoas;
Fazenda Eldorado Airport;BR;Iaciara;
Astolfi Agropecu?ria Airport;BR;Riach??o das Neves;
Fazenda Lagoa Grande Heliport;BR;Felixl??ndia;
Fazenda Boa Vista Airport;BR;Paranatinga;
Fazenda Santa Am?lia Airport;BR;Santa Rita do Pardo;
Fazenda Albatroz Airstrip;BR;Doverl??ndia;
Helicentro Zona Sul Heliport;BR;Belo Horizonte;
Fazenda Iporanga Airport;BR;Mutun?polis;
Fazenda dos Tr?s Rios Airport;BR;Una?;
Clube de V?o Fazenda Royal Airport;BR;Itapetininga;
Clube Aerodesportivo Selva Airport;BR;Sinop;
S?tio Santa Catarina Heliport;BR;Orl??ndia;
Monte Sinai Heliport;BR;Campinas;
Cirrus Sociedade Aerodesportiva Airport;BR;Jaboticatubas;
Fazenda Sansara Airport;BR;Montes Claros;
Fazenda Malu Airport;BR;Bom Jesus Do Araguaia;
Bela Manh?? Airport;BR;Nova Crix?s;
Fazenda Annalu Airport;BR;Deod?polis;
Fazenda MP Airport;BR;Itaituba;
Vicente Spisso Heliport;BR;Vargem Grande Paulista;
Fazenda Boa Vit?ria Heliport;BR;Brumadinho;
Jo??o Moteiro Airport;BR;Vila Velha;
Fazenda Bororeo Airport;BR;Bar??o De Melga??o;
Banaer de Jacupiranga Airport;BR;Jacupiranga;
Cia. Brasileira de Alum?nio Heliport;BR;Alum?nio;
Mata-Fome Airport;BR;Itaqui;
Zeus Minera????o LTDA Airport;BR;Cavalcante;
Fazenda San Jorge Airport;BR;Costa Rica;
Fazenda Nova Esperan??a Airport;BR;Canarana;
Est??ncia Xing?? Airstrip;BR;Quer?ncia;
Fazenda Estrela do Aripuan?? Airport;BR;Aripuan??;
Fazenda Sperafico Airport;BR;Amamba?;
Nelson Pizzani Airport;BR;Monte Carlo;
Fazenda Guapirama Airport;BR;Diamantino;
Campo Verde Airport;BR;Campo Verde;
Fazenda M??e Margarida Airport;BR;Santa Rita Do Trivelato;
Fazenda Bandeirantes Airport;BR;Goiatuba;
Fazenda Vargem das Flores Airport;BR;Jovi??nia;
Fazenda Mateira Airport;BR;Santa Rita Do Pardo;
Fazenda Amazonas Airport;BR;Nova Crix?s;
Hotel Portobello Heliport;BR;Mangaratiba;
Fazenda Boa Vista Airport;BR;Itaituba;
Blau Farmac?utica Helipad;BR;Cotia;
Fazenda Campo Augusta Airport;BR;Corumb?;
Fazenda Fazendinha Airport;BR;Aquidauana;
Margon Heliport;BR;Porto Seguro;
Rancho Recanto das ??guas Heliport;BR;Jaguaripe;
Fazenda Querencia Airport;BR;Santana do Araguaia;
Professor Ferreirinha Airstrip;BR;Cant?;
Fazenda Carolina Airport;BR;Alta Floresta;
Fazenda Uni??o Suzan?polis Airport;BR;Suzan?polis;
Embrase Helipad;BR;S??o Paulo;
Fazenda da Paz Airport;BR;Santana Do Livramento;
Aeroclube de Eldorado do Sul Airport;BR;Eldorado Do Sul;
Fazenda Soledade Airport;BR;Campo Alegre De Goi?s;
Fazenda Pouso Alegre Airport;BR;Catal??o;
Hospital Unimed Heliport;BR;Joinville;
Volare Helicentro Heliport;BR;Divin?polis;
Nossa Senhora do Carmo Airport;BR;Itaquira?;
Fazenda Nossa Senhora de F?tima Airport;BR;Comodoro;
Fazenda Paiagu?s Airport;BR;Diamantino;
Fazenda S??o Jo??o Airport;BR;Paranhos;
EZ Towers A Helipad;BR;S??o Paulo;
Fazenda Rancho do Planalto Airport;BR;Alcin?polis;
Fazenda Campanholi Airport;BR;S??o Desid?rio;
Paradiso Heliport;BR;Areal;
Vin?cola Maturano Heliport;BR;Teres?polis;
Haras Belo Vale Heliport;BR;Cabaceiras do Paragua??u;
Fazenda Gerais 1B Airport;BR;Formosa do Rio Preto;
Fazenda Uni??o Airport;BR;S??o Val?rio;
Pista Sagarana;BR;Anapu;
Almenat Heliport;BR;Embu;
Cesaroni Heliport;BR;Lauro de Freitas;
Fazenda Campo H?lio Airport;BR;Aquidauana;
Gorduras e Margarinas Especiais - GME Helipad;BR;Fortaleza;
Fazenda Cruzeiro Airport;BR;Rio Verde Do Mato Grosso;
Fazenda Planalto Airport;BR;Montividiu;
Fazenda Sorriso Met?lico Airport;BR;Urutai;
Santu?rio Nacional de Nossa Senhora da Concei????o Apare Heliport;BR;Aparecida;
Eletro Primavera LTDA Airport;BR;Pimenta Bueno;
Fazenda Goi?s Barreiro Airport;BR;Montividiu;
Edif?cio Ronaldo Sampaio Ferreira Heliport;BR;S??o Paulo;
M?rio Henrique Simonsen Heliport;BR;Rio de Janeiro;
Ilha do Caracar? Airport;BR;Pocon?;
Condom?nio Edif?cio Berrini 1681 Heliport;BR;S??o Paulo;
S??o Matheus Airport;BR;Iracema;
Fazenda Tarum?? Airstrip;BR;Palmas;
Usina Cedro Airstrip;BR;Parana?ba;
Fazenda Maravilha do Araguaia Airport;BR;Aruan??;
Morandini Airport;BR;Santa Rita do Trivelato;
Hospital S??o Jos? Heliport;BR;Teres?polis;
Fazenda Fenix Airport;BR;Carangola;
Coppersteel Bimet?licos Heliport;BR;Campinas;
Nossa Senhora das Gra??as Airport;BR;Alt?nia;
Fazenda Encontro das ??guas Airport;BR;S??o Manuel;
Fazenda Vista Alegre Airport;BR;Aparecida Do Taboado;
Fazenda Vit?ria Airport;BR;Itarum??;
Fazenda Santa Z?lia Heliport;BR;Bebedouro;
Fazenda Vera Cruz Airport;BR;Barra Do Gar??as;
Fazenda Lagoa;BR;S??o Pedro do Turvo;
Calc?rio Vale do Araguaia Airport;BR;Cocalinho;
Fazenda Real Airport;BR;Botucatu;
Agropecu?ria Equus Airport;BR;Ga??cha;
Agrochapada Airport;BR;Paranatinga;
Sada Heliport;BR;Betim;
Darinha Heliport;BR;Cascavel;
In?cio Lu?s do Nascimento Airport;BR;Juara;SIZX
IMOCOP Heliport;BR;Piracicaba;
Senhor do Bonfim Airport;BR;Senhor do Bonfim;
Fazenda Figueira Branca Airport;BR;Marcel??ndia;
Fazenda Nova Alian??a Airstrip;BR;Encruzilhada;
Vale dos Pinheiros Heliport;BR;Campos do Jord??o;
Carolina Airstrip;BR;Itaituba;
Fazenda Santa Helena Airport;BR;Jussara;
Fazenda Ricardo Franco Airport;BR;Santo Ant?nio do Leverger;
Estancia Zeviani Airport;BR;Dourados;
Davi Luis Airstrip;BR;S??o Nicolau;
Tarc?sio Rosado Airport;BR;Tibau;
Fazenda Monte Azul;BR;Juara;
Fazenda Moeda Airport;BR;Caracol;
Minera????o Rosa de Maio Airport;BR;Mau?s;
Camba? Airstrip;BR;S??o Nicolau;
Fazenda Conquista Airstrip;BR;Rio Sono;
Poleiro Retiro Airport;BR;Corumb?;
Santu?rio Santa Rita de C?ssia Heliport;BR;C?ssia;
Fazenda Quatro Irm??os Airstrip;BR;Novo Progresso;
Condom?nio Aeron?utico JW Airport;BR;Santa Rita;
Fazenda Barreira da Cruz Airport;BR;Pium;
Merlin Agro Airport;BR;Mateiros;
Fazenda Terra Viva Heliport;BR;Porto Feliz;
Fazenda Brejinho Airport;BR;Bu?que;
Fazenda S??o Pedro Airport;BR;Santa Rita do Trivelato;
Fazenda Indiana Airport;BR;Bodoquena;
Fazenda Landi Airport;BR;Bar??o de Melga??o;
Fazenda Nova Premier Airport;BR;Montividiu do Norte;
Fazenda Tucum?? Airstrip;BR;Alto Alegre;
Fazenda Lapacho Airstrip;BR;Sete Quedas;
Pontal de Jaguaripe Heliport;BR;Jaguaripe;
Fazenda Santa Marta Airstrip;BR;S??o Gabriel;
Fazenda Pica Pau Airstrip;BR;L?brea;
Fazenda Alta Vista Airport;BR;Vila Bela da Sant?ssima Trindade;
Mekdessi Airport;BR;Ribeir??o Cascalheira;
Fazenda Colina Verde Airstrip;BR;Colinas;
Aero Jerusal?m Airport;BR;??gua Boa;
Fazenda Piuva IX Airport;BR;Dois Irm??os do Buriti;
Fazenda Alto do Cruzeiro Airport;BR;Ch?? Grande;
Fazenda Piracicaba  Airstrip;BR;Iguatemi;
Fazenda Sinimbu Airport;BR;Jaborandi;
Bela Uni??o Agropecu?ria Airstrip;BR;S??o Gabriel;
Aldeia Kumen? Airport;BR;Oiapoque;
Fazenda Corpus Christi Airport;BR;Navira?;
Cal??ados Beira Rio Heliport;BR;Novo Hamburgo;
Praia do Encanto Heliport;BR;Cairu;
Fazenda Bacaba - Grupo IJP Airport;BR;Santana do Araguaia;
Fazenda Pansera Airport;BR;Campos Lindos;
Fazenda Santa Lucia Airport;BR;S??o Desid?rio;
Condom?nio Aeron?utico Monte Cristo Airport;BR;Boa Vista;
Fazenda Inhu-Guassu Airport;BR;Paranhos;
Morro Vermelho Airstrip;BR;Coxim;
Fazenda Boa Esperan??a de Porteiras Airport;BR;Montividiu;
Fazenda Retiro das Emas Airstrip;BR;Montes Claros de Goi?s;
Fazenda Sabran Airport;BR;Cumaru do Norte;
Fazenda Cavalca Airport;BR;Amambai;
Fazenda Central Airport;BR;Moju;
Fazenda Manga Airport;BR;Jo??o Pinheiro;
Distrito Itaqui Heliport;BR;Itapevi;
Fazenda S??o Bento Airstrip.;BR;Formosa do Rio Preto;
Fazenda Perobas Airport;BR;Tanabi;
Fazenda Santo Expedito Airport;BR;Jaborandi;
Fazenda Agromaster II Airport;BR;Cl?udia;
Genesisagro - Graja?? Airport;BR;Graja??;
Fazenda Chapad??o do Apu? Airstrip;BR;Apu?;
Fazenda ETF Agro Airport;BR;Jussara;
Extrema Business Park Heliport;BR;Extrema;
Fazenda S??o Vicente Airport;BR;Jaciara;
Fazenda S??o Vicente Airstrip;BR;Itarum??;
Fazenda Maria Helena Airport;BR;S??o Jo??o dos Patos;
Morada do Sol Airstrip;BR;Boa Vista;
Fazenda S??o Jo??o Airstrip;BR;Nioaque;
Fazenda Ti??ba Airstrip;BR;Parnarama;
Barras Airport;BR;Barras;
Fazenda S??o Jos? dos Jesu?tas Airport;BR;Brasil??ndia;
9?? BPM Heliport;BR;Delmiro Gouveia;
Fazenda ??gua Azul Airport;BR;Nova Mamor?;
Fazenda Lagoa Fechada Airport;BR;Inaj?;
Aero Helinorte Airport;BR;S??o Jo??o do Araguaia;
Governo Divaldo Suruagy Airport;BR;Marechal Deodoro;
Fazenda S??o Jorge;BR;Tupanciret??;
Aldeia Ananapiare Airport;BR;Almeirim;
Cofer Atacadista Heliport;BR;Carmo do Cajuru;
Fazenda Agroprudente Airport;BR;Tabapor??;
Fazenda Santa Catarina Airport;BR;Aquidauana;
Fazenda Candoara Airstrip;BR;Cand?i;
Anabela Airport;BR;Jussara;
Fazenda Juara Airstrip;BR;Juara;
DFA Heliport;BR;An?polis;
Mato Verde Municipal Airport;BR;Mato Verde;
Fazenda Cai??ara Airstrip;BR;Tr?s Marias;
Paes Landim - Vale do Fidalgo Airport;BR;Paes Landim;
Fazenda Nossa Senhora de Lourdes Airport;BR;Diamante do Norte;
Fazenda Mongagu? Airstrip;BR;Cumaru do Norte;
Fazenda JK do Formoso;BR;Buritizeiro;
Fazenda Carolina - Grupo FRT Airport;BR;Balsas;
Cedro Agropec Heliport;BR;Francisco Dumont;
Fazenda Tamakavi Airport;BR;Alto Boa Vista;
Fazenda Planalto Airstrip;BR;Sidrol??ndia;
Aldeia Marithep?? Airport;BR;Oriximin?;
Fazenda Oriental Airstrip;BR;Tom?-A??u;
Helimotors Serra do Rio do Rastro Heliport;BR;Bom Jardim da Serra;
Fazenda Valadares Airstrip;BR;S??o F?lix do Xingu;
Fazenda Boa Vista Airport;BR;Aripuan??;
Fazenda P??o e Vinho Airport;BR;Deod?polis;
Porto dos Ga??chos Airport;BR;Porto dos Ga??chos;
Retiro Barranco Airstrip;BR;Miranda;
Fazenda S??o Carlos Airport;BR;Una?;
Fazenda Sobrado Heliport;BR;S??o Manuel;
Fazenda Laranjeira Airstrip;BR;Pimenta Bueno;
Fazenda Santa Helena Airstrip;BR;Nova Crix?s;
Fazenda Lagoa Bonita Airstrip;BR;Luciara;
Gana Gold Minera????o Airport;BR;Itaituba;
Fazenda Cruzeiro da Serra Airport;BR;Nova Igua??u de Goi?s;
Fazenda Acau?? Airstrip;BR;Turmalina;
Dalla Libera Airstrip;BR;Nova Mutum;
S?tio Pouso da ??guia Airport;BR;Pium;
Le Monde Helipad;BR;Ribeir??o Preto;
Fazenda Morada Nova Airport;BR;Itaj?;
Indai? Heliport;BR;Bertioga;
Fazenda Santo Ant?nio do Itiquira Airport;BR;Santo Ant?nio do Leverger;
Aero Agroterra Airport;BR;Rondon do Par?;
Fazenda Piratini Airstrip;BR;S??o Desid?rio;
Tri Telecom Heliport;BR;Porto Alegre;
Castelo do Piau? Airport;BR;Castelo do Piau?;
AGT Agropecu?ria Airport;BR;Aragua??u;
Fazenda S??o Paulo Airport;BR;Alto Araguaia;
Fazenda Cabeceiras da Transcerrado Airport;BR;Palmeira do Piau?;
Fazenda Talism?? Airport;BR;Talism??;
Fazenda S??o Fernando Airport;BR;Corumb?;
Fazenda Esp?rito Santo Airstrip;BR;Formosa do Rio Preto;
Ol?mpia Municipal Heliport;BR;Ol?mpia;
Naturafrig Airport;BR;Rochedo;
Iguatemi Corporate Helipad;BR;Campinas;
Fazendinha Airport;BR;Deod?polis;
Fazenda S??o Caetano;BR;Miranda;
VM Marina Club Heliport;BR;Parna?ba;
Fazenda Dacar Airport;BR;Vera;
Fazenda Santo In?cio Airport;BR;S??o Desid?rio;
Fazenda Santo Anjo Airstrip;BR;Chapadinha;
Fazenda Palestra Airport;BR;S??o Desid?rio;
Teston I Heliport;BR;Navira?;
Fazenda Progresso Airstrip;BR;Ribas do Rio Pardo;
Fazenda Primavera Airport;BR;Rio Verde de Mato Grosso;
Fazenda Realeza Airport;BR;Novo Progresso;
Fazenda Arataba Airport;BR;Bodoquena;
Fazenda Ba?a Mineira Airport;BR;Corumb?;
Fazenda Gravata? Airport;BR;Itiquira;
Fazenda Jatob? Airport;BR;Brasil??ndia;
Fazenda S??o Jos? Airstrip;BR;Vila Bela da Sant?ssima Trindade;
Fazenda Fronteira Airport;BR;Porto Murtinho;
Joli Helipad;BR;S??o Paulo;
Fazenda Boemia;BR;Para?so das ??guas;
Fazenda Leonardo Airport;BR;Pedra Preta;
Fazenda Codeara Airport;BR;Santa Terezinha;
Fortim Heliport;BR;Fortim;
Usibras Heliport;BR;Aquiraz;
Fazenda Bom Pastor Airstrip;BR;Anast?cio;
Fazenda Baliza Airstrip;BR;Paranatinga;
Grato Agropecu?ria - Fazenda Ipanema Airport;BR;S??o Desid?rio;
S??o Joaquim Airport;BR;Manaus;
Zimba Castelo Branco Heliport;BR;Ara??ariguama;
Fazenda Novo Horizonte Airstrip;BR;S??o Desid?rio;
Fazenda Casa Branca Airport;BR;Frei Inoc?ncio;
Agropecu?ria Campo Novo Airport;BR;Peritor?;
Fazenda Aracoara Airport;BR;Sidrol??ndia;
Alzir Pimentel de Aguiar Airport;BR;Baixa Grande do Ribeiro;
Fazenda Jaragu? Airport;BR;Aquidauana;
Fazenda Morro S??o Pedro Airstrip;BR;Corumb?;
Grupo Conde Heliport;BR;S??o Jos? dos Campos;
Fazenda Bela Vista Airport;BR;Chupinguaia;
Fazenda Mata da Chuva Airport;BR;Juara;
Fazenda Bras?lia;BR;Alto Alegre;
Fazenda Santa Terezinha Airport;BR;Campo Novo do Parecis;
Agropecu?ria JMW Airport;BR;Barra do Corda;
Fazenda Sonho Azul Airport;BR;S??o Jo??o da Baliza;
Fazenda Cambar? Airport;BR;Corumb?;
Fazenda Cremacq Airport;BR;Baixa Grande do Ribeiro;
Fazenda Colorado Airstrip;BR;Aragua?na;
Fazenda Santa Lavinia Airstrip;BR;Santa F? de Goi?s;
Fazenda Concei????o Airport;BR;Corumb?;
Sebasti??o Garcia  Airport;BR;Canarana;
Agronova Airport;BR;Torixor?u;
Fazenda Parano? Airport;BR;Canarana;
Pedro Zanetti Airport;BR;Arroio Grande;
Fazenda Vale Verde Airstrip;BR;Fernando Falc??o;
Fazenda Vieira Munhoz Airport;BR;Candeias do Jamari;
ASL - Fazenda Mat??o Airport;BR;Paranatinga;
Albor Campo Alegre Heliport;BR;Campo Alegre;
Pedra da G?vea Helipad;BR;Rio de Janeiro;
Fazenda Mata Linda Airport;BR;Quer?ncia;
Fazenda Felicidade Airport;BR;Porangatu;
Fazenda Barreiro Grande Airport;BR;Nova Crix?s;
Fazenda Ki Gr??o Airport;BR;Baixa Grande do Ribeiro;
Fazenda Santa Maria Airport;BR;Lav?nia;
Fazenda Santa Paula;BR;Barreiras;
Fazenda Gra??na Airport;BR;Fortuna;
Fazenda S??o Jo??o Airport;BR;C?ceres;
Ximar? Airport;BR;Apiac?s;
Caio - Induscar Ind??stria e Com?rcio de Carrocerias Ltda Heliport;BR;Guarulhos;
Fazenda Rasante Airport;BR;Ja?ba;
Fazenda Serrana Airport;BR;Jaciara;
Fazenda San Remo Airport;BR;??gua Clara;
Fazenda S??o Jos? Airport;BR;Riach??o das Neves;
Fazenda Paranatinga Airstrip;BR;Sorriso;
Arjon Heliport;BR;Ouro Preto;
Fazenda Palmeira Airport;BR;Tasso Fragoso;
Fazenda Dois Irm??os Airport;BR;Taquarituba;
Merlin Agro/Ita??na Airstrip;BR;Buriti Bravo;
Fazenda Tr?s Estrelas Airport;BR;Corumb?;
Speed Avia????o Agr?cola Airport;BR;Nova Monte Verde;
Fazenda Bonjour Airport;BR;Brasnorte;
Fazenda Santa B?rbara Airport;BR;Nova Monte Verde;
Fazenda Tanab? Airport;BR;Porto Esperidi??o;
Helisul - Cataratas Heliport;BR;Foz do Igua??u;
Fazenda Rio Preto Airport;BR;S??o F?lix Do Araguaia;
Tecno Bag Heliport;BR;Lorena;
Fazenda ??gua Limpa Airport;BR;Campo Novo do Parecis;
Fazenda Pared??o Airport;BR;Comodoro;
Fazenda Gesso Integral;BR;Graja??;
Fazenda Davil??ndia Airport;BR;Montividiu do Norte;
Esta????o Convention Center Helipad;BR;Curitiba;
Fazenda F5 Airport;BR;Tupaciguara;
Est??ncia Lajota Heliport;BR;Mairipor??;
Grupo Santander Banespa - Panamericana Park Helipad;BR;S??o Paulo;
Natura Heliport;BR;Cajamar;
Fazenda Mrajan Heliport;BR;Valinhos;
Fazenda Renascen??a Airport;BR;Una?;
Fazenda Bela Manh?? Airport;BR;Santa Clara d`Oeste;
Fazenda S??o Roque Airport;BR;Regin?polis;
Monte Mori? Heliport;BR;Campinas;
Araguacema Airport;BR;Araguacema;
Fazenda Citr?cola Airport;BR;Gavi??o Peixoto;
Fazenda Acalanto Airport;BR;S??o Desid?rio;
Fazenda Querubim Airport;BR;S??o Desid?rio;
Fazenda Rebojo Airport;BR;Corumb?;
Thiago Simon Heliport;BR;Maravilha;
Fazenda S??o Lu?s Airstrip;BR;Roncador;
Mercado Internacional Heliport;BR;Lagoa Santa;
Fazenda Vale do Sonho Airport;BR;Araguaiana;
Agropecu?ria Barra do Gar??as Airport;BR;Barra do Gar??as;
Friboi Heliport;BR;S??o Paulo;
Fazenda Bacaba Airport;BR;Caseara;
Fazenda Uni??o Airport;BR;Cumaru do Norte;
Mundo Plaza Helipad;BR;Salvador;
Ortos?ntese Helipad;BR;S??o Paulo;
Edif?cio Torre Almirante Heliport;BR;Rio de Janeiro;
Tranportadora Americana Heliport;BR;S??o Paulo;
Edra Heliport;BR;Ipe??na;
Guancan Helipad;BR;Cotia;
Iriri Airport;BR;Altamira;
