name;iso_country;municipality;icao_code
Dunlea Airpark;US;New Alexandria;
Jackson Airport;US;New Galilee;
Altemose Ultralightport;US;Malvern;
Kint Farm Heliport;US;Port Royal;
Jansen Vineyards Airport;US;Richfield;
Rocky Hollow Field;US;Strongstown;
Beers Farm Airport;US;Orbisona/Rockhill;
Hilltop Heliport;US;Troy;
Wilkes-Barre General Hospital Heliport;US;Wilkes-Barre;
UPMC Northwest Heliport;US;Seneca;
Snyder Office Heliport;US;Kittanning;
600 Grant Street Rooftop Heliport;US;Pittsburgh;
Passavant Hospital Heliport;US;Pittsburgh;
West Penn Hospital Heliport;US;Pittsburgh;
Air One Enterprise Heliport;US;Harrisburg;
DVS Heliport;US;Whitehall;
Lake Arthur Field;US;Portersville;
Goodwill Fire Co Nr 1 Heliport;US;Minersville;
Hanover Township Fire Station #5 Heliport;US;Hanover Township;
Ridgway Heliport;US;Ridgway;
Ranch-Aero Airport;US;Roulette;
Sharretts Airport;US;Sabinsville;
Wiconisco Fire Company Heliport;US;Wiconisco;
Horne Airport;US;Scenery Hill;
Dream Field;US;Berlin;
Lackawannock Airport;US;Sharon;
Poplar Muni Airport;US;Poplar;
Point Lay LRRS Airport;US;Point Lay;PPIZ
Param Airport;PG;Nepesi;
Passikudah Helipad;LK;Batticaloa;
Mona Airport;PR;Mona Island;
Fort Allen Airport;PR;Potala Pastillo;
Labadle Airport;PR;Aceitunas;
Salinas Airport;PR;Salinas;
Unicentro Helipad;PR;Humacao;
???Isla de Desecheo Helipad;PR;Cabo Rojo;
Cambalache Power Plant Heliport;PR;Arecibo;
Dorado Beach Heliport;PR;Dorado;
Diego Jim?nez Torres Airport;PR;Fajardo;
Boqueron Airport;PR;Las Piedras;
San Juan Steam Plant Heliport;PR;San Juan;
Dorado Beach Airport;PR;Dorado;
Palmas del Mar Airstrip;PR;Palmas del Mar;
Vieques Airport;PR;Vieques Island;
Caribbean Constr Main Office Heliport;PR;Guaynabo;
Dr Hermenegildo Ortiz Quinones Airport;PR;Humacao;
Hato Rey Heliport;PR;San Juan;
Prasa-La Plata Heliport;PR;Toa Alta;
Fajardo Harbor Seaplane Base;PR;Fajardo;
Squibb Heliport;PR;Humacao;
Hill Heliport;PR;Culebra;
Baxter-San German Heliport;PR;San German;
Sabalos Ward Heliport;PR;Mayaguez;
Boqueron Airport;PR;Cabo Rojo;
Rexach Office Building Heliport;PR;Puerto Nuevo;
State Government Number One Heliport;PR;San Juan;
Insular Government Number Two Heliport;PR;San Juan;
Orama-Iayuya Heliport;PR;Jayuya;
Parguera Heliport;PR;Lajas;
Banco Popular Center Heliport;PR;San Juan;
Prasa-Barbosa Heliport;PR;San Juan;
Orocovis Health Center Heliport;PR;Orocovis;
Adjuntas Airport;PR;Adjuntas;
Fort Buchanan Heliport;PR;Guaynabo;
Public Buildings Authority Heliport;PR;San Juan;
Baxter-Aibonito Heliport;PR;Aibonito;
Cullingford Field;PR;Boqueron;
Lajas Airpark;PR;Lajas;
Villa Marina Heliport;PR;Fajardo;
Santa Isabel Airport;PR;Santa Isabel;
R.H. Heliport;PR;Isabela;
Villamil-Mayaguez Mall Heliport;PR;Mayaguez;
Prtc Office Building Heliport;PR;San Juan;
Hospital Alejandro Otero Lopez Heliport;PR;Manati;
Bayamon Regional Hospital Heliport;PR;Bayamon;
San Juan Seaplane Base;PR;San Juan;
Palacio Santa Ana Heliport;PR;San Lorenzo;
Empresas Diaz-Rio Pedras Heliport;PR;San Juan;
Sabanera Heliport;PR;Cidra;
Lake Huron Medical Center Heliport;US;Port Huron;
Mora Development Corp Heliport;PR;Hato Rey;
San Lorenzo Municipal Heliport Nr 1;PR;San Lorenzo;
Puerto Heliport;PR;San Juan;
Siocon Airport;PH;Siocon;
Jurish Highway Strip H;PS;Jurish;
Muqeible Airfield;PS;Jenin;
Bethlehem Heliport;PS;Dheisheh;
RAF Gaza;PS;;
Gush Katif Airport;PS;Khan Yunis;
Yasser Arafat International Airport;PS;Rafah;
Sterling Heliport;US;Croydon;
Heberlig Airport;US;Newville;
Elephant Path Airport;US;Perkasie;
Consol Heliport;US;Pittsburgh;
G & N Airport;US;Albion;
Snook Airport;US;Beaver Springs;
St Lukes Miners Memorial Hospital Heliport;US;Coaldale;
Lazy B Ranch Airport;US;Dover;
Ohioport Heliport;US;Ohiopyle;
Mc Cardle Farm Airport;US;Burnham;
Grover Airport;US;Weatherly;
Boeing Helicopters Center 3 South Heliport;US;Ridley Park;
Three Mile Island Heliport;US;Middletown;
Vicars Private Airport;US;Altoona;
Holy Redeemer Hospital Heliport;US;Philadelphia;
Marlboro Corporate Park Heliport;US;Kennett Square;
Pecora Field;US;Bradford;
Arco Newtown Heliport;US;Newtown Square;
Fairview Farm Airfield;US;Pine Grove;
Flying Eagle Airport;US;Dalmatia;
Hazleton General Hospital Heliport;US;Hazleton;
Brownsville General Hospital Heliport;US;Brownsville;
Banning Heliport;US;Natrona Heights;
Juergensen Airpark and Maritime Facility Airport;US;Addison;
Penn Dda Inc Heliport;US;Philadelphia;
Sugan Pond Heliport;US;Solebury;
Mbb Heliport;US;West Chester;
Brubaker Heliport;US;Bethel;
Agere Systems-Lehigh Valley Central Campus Heliport;US;Allentown;
North Penn Usarc Heliport;US;Worcester;
Geisinger Medical Center Muncy Heliport;US;Muncy;
Bert's Airport;US;Birdsboro - Pottstown;
Downes Airport;US;Clymer;
Tri-County Heliport;US;Eckley;
Shenango Valley Medical Center Heliport;US;Farrell;
Barnes Farmland Airport;US;Volant;
Operations Center Heliport;US;Bellwood;
Mission Destiny Heliport;US;Red Lion;
Graystrip Airport;US;Dublin;
Larksville EMS Heliport;US;Larksville Borough;
Pax-Terra Caelum Airport;US;Meyersdale;
MSM Airport;US;Kingsley;
Anzio Heliport;US;Harrisburg;
Alberter Farms Airport;US;Johnstown;
Gunden Airport;US;Perkasie;
Core States - 1st Pa Heliport;US;Philadelphia;
Morris Heliport;US;Gettysburg;
C.C. Hospital Heliport;US;State College;
Penn St Health/Lancaster Medical Center Helipad;US;Lancaster;
Dickson City Hospital Helipad;US;Dickson City;
Hafer Petroleum Equipment Heliport;US;Reading;
Tidioute Airport;US;Tidioute;
Morton's Airport;US;Cambridge Springs;
Crozer-Chester Heliport;US;Chester;
Parker-Cramer Airport;US;Clarion;
Uphill Airport;US;Claysville;
Buckingham Airport;US;Doylestown;
Barnhart Airport;US;Flinton;
Cider Field;US;Friedensburg;
St Mary Hospital Heliport;US;Langhorne;
Haig-K Heliport;US;Lionville;
Poverty Airport;US;Mackeyville;
Hahn Heliport;US;Nazareth;
Peco Oregon Shop Heliport;US;Philadelphia;
Pittsburgh City Center Heliport;US;Pittsburgh;
Robbins Nest Heliport;US;Quakertown;
Guthrie Robert Packer Hospital Heliport;US;Sayre;
Lazy J. Ranch Airport;US;Springbrook;
Smithkline Beecham Heliport;US;Swedeland;
Warminster Hospital Heliport;US;Warminster;
River Hill Heliport;US;Bloomsburg;
Ramada Inn-Gettysburg Heliport;US;Gettysburg;
Conemaugh Valley Memorial Hospital Heliport;US;Johnstown;
Va Medical Center Heliport;US;Lebanon;
Mazzuca Heliport;US;Pottsville;
Travis Airport;US;Smicksburg;
West Penn Township Airport;US;Tamaqua;
Alfragide Heliport;PT;Alfragide;
Barlavento Algarvio Hospital Heliport;PT;Portim??o;
Fafe heliport;PT;Fafe;
Hospital Amadora Heliport;PT;Amadora;
Hospital de Santa Cruz heliport;PT;Carnaxide;
Hospital de Sao Teotonio heliport;PT;Viseu;
Hospital Distrital de Abrantes heliport;PT;Abrantes;
Hospital Distrital de Faro Heliport;PT;Faro;
Hospital Distrital de Guarda Heliport;PT;Guarda;
Hospital Distrital Leiria heliport;PT;Leiria;
Hospital do Divino Espirito Santo Heliport;PT;Ponta Delgada;
Hospital Jos? Joaquim Fernandes heliport;PT;Beja;
Hospital Pedro Hispano heliport;PT;Matosinhos;
S??o Sebasti??o Hospital Helipad;PT;Santa Maria da Feira;
Loule heliport;PT;Loule;
Nisa heliport;PT;Nisa;
Alentejo Air Park;PT;;
Santa Maria Da Feira heliport;PT;Santa Maria Da Feira;
Sines heliport;PT;Sines;
Aerodromo de Cabeceiras de Basto UL;PT;Cabeceiras de Basto;
Benavente UL;PT;Benavente;
Aerodromo do Cerval UL;PT;Vila Nova de Cerveira;
La??ndos Airfield UL;PT;P?voa do Varzim;
Tojeira Airfield UL;PT;Sintra;
Lagos Airfield ULM;PT;Lagos;
Casar??o UL;PT;??gueda;
Arraiolos Ultralight Airfield;PT;Arraiolos;
Aer?dromo de Vila Me??;PT;Mort?gua;
Aer?dromo de Coja;PT;Arganil;
Pista do Monte do Lago;PT;Montargil;
Beja Civil Airfield UL;PT;Beja;
Amendoeira Aerodrome;PT;Montemor-o-Novo;
Aer?dromo de Pombal UL;PT;Pombal;
Aer?dromo da Lourinh??;PT;Lourinh??;
Aer?dromo de Seia;PT;Seia;
Aer?dromo Municipal de Ferreira do Zezere UL;PT;Ferreira do Z?zere;
Aer?dromo da Pampilhosa da Serra;PT;Pampilhosa da Serra;
Aerodromo F?tima Giesteira;PT;F?tima;
A?rodromo de Ferreira do Alentejo;PT;Ferreira do Alentejo;
A?rodromo Municipal de Proen??a-a-Nova;PT;Proen??a-a-Nova;
Leziria Aerodrome;PT;Vila Franca de Xira;
Campo de Voo de Valdonas UL;PT;Tomar;
Aer?dromo de ??bidos;PT;??bidos;
Torres Vedras Heliport;PT;Torres Vedras;
Santar?m Hospital Heliport;PT;Santar?m;
Pernes Heliport;PT;Pernes;
Monchique Heliport;PT;Monchique;
Sardoal Heliport;PT;Sardoal;
Coimbra Hospital Cov??es Heliport;PT;Coimba;
Martim Longo Airstrip;PT;Alcoutim;
Lamego Hospital Heliport;PT;Lamego;
Pista da Herdade da Zambujeira UL;PT;Castro Verde;
F?tima Salgueira Airstrip;PT;F?tima;
Aerodromo de Pias Longas (Old - Closed);PT;Our?m;
Aerodromo de Pias Longas (New) UL;PT;Our?m;
Pista do Arrepiado;PT;Chamusca;
Pista da Herdade da Comporta;PT;Alc?cer do Sal;
Pinheiro Airstrip;PT;Alc?cer do Sal;
Pista da SAPEC (Santa Catarina);PT;Set??bal;
Pista de Montevil (Batalha);PT;Alc?cer do Sal;
Pista da Herdade da Barrosinha;PT;Alc?cer do Sal;
Aerodromo da Palma UL;PT;Alc?cer do Sal;
Pista de Melides;PT;Gr??ndola;
Pista de Aguas de Moura;PT;Palmela;
Herdade do Rio Frio Airstrip;PT;Palmela;
Alhos Vedros Aerodrome;PT;Alhos Vedros;
Pista da Torre V??;PT;Odemira;
Pista do Torr??o;PT;Alc?cer do Sal;
Pista de Lavre;PT;Montemor-o-Novo;
Pista de Grandola;PT;Gr??ndola;
Pista de Fonte Serne;PT;Santiago do Cac?m;
Pista do Cabo Sard??o;PT;Odemira;
Bombeiros de Sines Heliport;PT;Sines;
Bombeiros de Alcacer do Sal Heliport;PT;Alc?cer do Sal;
Herdade da Aposti??a Heliport;PT;Sesimbra;
Pista da Sonega;PT;Sines;
Aerodromo de Ourique;PT;Ourique;
Pista da Barragem de Odivelas;PT;Alvito;
Hospital das For??as Armadas Heliport;PT;Lisbon;
Pista da Barragem do Roxo;PT;Aljustrel;
Armacao de Pera Airfield ULM;PT;Silves;
Aerodromo de Tavira ULM;PT;Tavira;
Pista do Belo;PT;M?rtola;
Pista da Adi??a;PT;Moura;
Pista do Monte das Tezas;PT;Moura;
Aerodromo da Amareleja;PT;Moura;
Pista de Alcanena;PT;Alcanena;
V. das Areias Airfield;PT;Samora Correia;
Pista de Campo Maior;PT;Arronches;
Aerodromo de Monforte;PT;Monforte;
Viana do Alentejo Aerodrome;PT;Viana do Alentejo;
Herdade da Lentisca Airstrip;PT;Portel;
Cerieira Airfield;PT;Portel;
Campinho Airfield UL;PT;Reguengos de Monsaraz;
Herdade do Espor??o;PT;Reguengos de Monsaraz;
Nossa Senhora de Machede Airstrip;PT;??vora;
Aerodromo do Coentral;PT;Castanheira de P?ra;
Pista do Sorraia;PT;Pedr?g??o Grande;
Pista do Cabe??o da Vaca UL;PT;Sabugal;
Pista do Ladoeiro;PT;Idanha-a-Nova;
Aerodromo de Atouguia da Baleia UL;PT;Peniche;
Cascais Marina Heliport;PT;Cascais;
Pista de Montargil;PT;Ponte de S?r;
Pista da Herdade da Lameira;PT;Alter do Ch??o;
Pista da Comenda;PT;Gavi??o;
Pista de Mouriscas;PT;Abrantes;
Aerodromo de Ma????o;PT;Ma????o;
Vendas Novas Airstrip;PT;Vendas Novas;
Ciborro Airstrip;PT;Montemor-o-Novo;
Pista de Biscainho Brand??o;PT;Coruche;
Pista do Cou??o;PT;Coruche;
Pista de Volta do Vale;PT;Coruche;
Pista de Bilrete;PT;Benavente;
Aerodromo de Muge;PT;Salvaterra de Magos;
Pista de Almoster;PT;Santar?m;
Pista de Valada do Ribatejo;PT;Cartaxo;
Aerodromo do Alqueid??o UL;PT;Azambuja;
Aerodromo da Azambuja UL;PT;Azambuja;
Pista da Garrocheira;PT;Benavente;
Porto Alto Airstrip;PT;Benavente;
Alcochete Military Airfield;PT;Benavente;
Aerodromo da Pedra da Broa;PT;Oliveira de Frades;
Aerodromo de Sao Cosmado;PT;Armamar;
Entre-os-Rios Airstrip;PT;Marco de Canaveses;
Corvach?? Ultralight Airfield;PT;Amarante;
Pista do Minh?u;PT;Vila Pouca de Aguiar;
Pista da Barragem do Maranh??o;PT;Avis;
Pista da Chamusca;PT;Chamusca;
Quinta da Foz Airstrip;PT;Benavente;
Herdade do Pontal Airstrip UL;PT;Montijo;
Faias UL;PT;Montijo;
Heliporto do Taba???;PT;Taba??? / Arcos de Valdevez;
Heliporto de Alcaria;PT;Alcaria;
Pista do Monte do Pombo;PT;Nisa;
Pista da Lagoa da Carrasqueira;PT;Ferreira do Alentejo;
Dragoa Airstrip;PT;Sabugal;
V.N.Milfontes;PT;Odemira;
Piper Road Airstrip;PT;Portas do Capit??o M?r;
Regimento Artilharia Military Airfield;PT;Vendas Novas;
Herdade da Galega;PT;Santa Margarida;
Courela do Outeiro Private Airstrip;PT;;
Quinta de F?ja;PT;Montemor-o-velho;
Aerodromo de Daroeira;PT;Alvalade;
Aer?dromo da Aldeia de Palma;PT;Monte da Volta;
Monte de Freixial Airstrip;PT;;
Rebocho;PT;Coruche;
Cano;PT;Sousel;
Aguiar da Beira Heliport;PT;Aguiar da Beira;
F?tima Fire Brigade Heliport;PT;F?tima;
Urros ULM;PT;Urros;
Campo de Voo da Quinta Branca;PT;Covilh??;
Aut?dromo Internacional do Algarve Heliport;PT;Montes de Cima;
Quinta de Mata Mouros Heliport;PT;Silves;
CMA Armamar Heliport;PT;Armamar;
Cabo Ruivo Seaplane Base;PT;Lisbon;
Estremoz Municipal Heliport;PT;Estremoz;
Covilh?? Airfield;PT;Covilh??;
Sines Airport;PT;;
Aerodromo de Alij?;PT;Alij?;
Ota Air Base;PT;Alenquer;
Praia Verde Airstrip;PT;Praia Verde;
Gr??ndola Firefighting Heliport;PT;Gr??ndola;
Cachopo Heliport;PT;Cachopo;
Chuuk International Airport;FM;Weno Island;PTKK
Pohnpei International Airport;FM;Pohnpei Island;PTPN
Babelthuap Airport;PW;Babelthuap Island;PTRO
Kosrae International Airport;FM;Okat;PTSA
Yap International Airport;FM;Yap Island;PTYA
Puas Airport;PG;Puas Mission;
Wake Island Airfield;UM;Wake Island;PWAK
Port Walter Seaplane Base;US;Port Walter;
Aer?dromo de Iturbe;PY;Iturbe;
Coronel Oviedo National Airport;PY;Coronel Oviedo;
Aer?dromo de Isla Puc??;PY;Isla Pucu;
Aer?dromo Hugo Stroessner;PY;Nueva Londres;
Aer?dromo Nueva Australia;PY;Nueva Australia;
Aer?dromo de Puerto Guaran?;PY;Puerto Guaran?;
Aer?dromo de la Estancia Cunata?;PY;Porto Mar?a;
Aer?dromo de Colonia Carmelo Peralta;PY;Colonia Carmelo Peralta;
Aer?dromo de Puerto La Esperanza;PY;Puerto La Esperanza;
Aer?dromo de Puerto Risso;PY;Puerto Risso;
Aer?dromo de Puerto Alegre;PY;Puerto Alegre;
Aer?dromo de Puerto Calera;PY;Puerto Calera;
Aer?dromo de Puerto Max;PY;Puerto Max;
Aer?dromo de Puerto Itapucu;PY;Puerto Itapucu;
Aer?dromo de Puerto Abente;PY;Puerto Abente;
Aer?dromo de Puerto Boquer?n;PY;Puerto Boqueron;
Aer?dromo de Puerto Michi;PY;Puerto Michu;
Aer?dromo de la Estancia Lomas;PY;Rosario;
Aer?dromo de Villa Rey;PY;Villa Rey;
Aer?dromo de Santa Clara;PY;Santa Clara;
Aer?dromo de la Estancia Herradura;PY;Estancia Herradura;
Aer?dromo Jorge Bolf;PY;San Cosme y Damian;
Aer?dromo de Coronel Bogado;PY;Coronel Bogado;
Aer?dromo de la Estancia Trementina;PY;Estancia Trementina;
Aer?dromo de la Estancia Coeyu;PY;Estancia Coeyu;
Helipuerto Edificio Miami;PY;Edificio Miami;
Aeropista N??1 de Villa del Rosario;PY;Villa del Rosario;
Aeropista N??2 de Villa del Rosario;PY;Villa del Rosario;
Aeropista N??3 de Villa del Rosario;PY;Villa del Rosario;
Aer?dromo de la Colonia Volendam;PY;Villa del Rosario;
Aer?dromo de Nueva Germania;PY;Nueva Germania;
Aer?dromo de Loma Plata;PY;Loma Plata;
Gnadenheim Airfield;PY;Gnadenheim;
Aer?dromo de La Victoria;PY;La Victoria;
Aer?dromo Militar del Parque Nacional Cerro Cor?;PY;Cerro Cor?;
Aer?dromo de la Estancia El Dorado;PY;Estancia El Dorado;
Aer?dromo El Retiro;PY;El Retiro;
Aeropuerto Nacional de San Juan Bautista;PY;San Juan Bautista;
Aer?dromo de la Estancia Buena Vista;PY;Estancia Buena Vista;
Aer?dromo de San Miguel;PY;San Miguel;
Aer?dromo de Santa Mar?a Misiones;PY;Santa Maria;
Aer?dromo de Caba?a La Escondida;PY;Caba?a La Escondida;
"Base de la Fuerza A?rea Paraguaya ""Mayor Infante Rivarola""";PY;Mayor Infante Rivarola;
Helipuerto del Palacio Legislativo;PY;Palacio Legislativo;
Helipuerto N??1 del Palacio de L?pez;PY;Palacio de L?pez (Palacio Presidencial);
Helipuerto N??2 del Palacio de L?pez;PY;Palacio de L?pez (Palacio Presidencial);
Helipuerto de la Costanera de Asunci?n;PY;Av. Jos? Asunci?n Flores (Av. Costanera);
Helipuerto de la Residencia Presidencial de la Rep??blica de Paraguay;PY;Residencia Presidencial de la Rep??blica de Paraguay;
Helipuerto del Comando de la Flota de Guerra;PY;Aviaci?n;
Helipuerto Grupo A?reo de Helic?pteros N??1;PY;Cuartel General de la Fuerza A?rea Paraguaya;
Helipuerto Grupo A?reo de Helic?pteros N??2;PY;Cuartel General de la Fuerza A?rea Paraguaya;
Helipuerto Escuela de Formaci?n de Suboficiales;PY;Cuartel General de la Fuerza A?rea Paraguaya;
Helipuerto Hangar Latitude;PY;Aeropuerto Internacional Silvio Pettirossi;
Helipuerto Aeromont S.R.L.;PY;Aeropuerto Internacional Silvio Pettirossi;
"Helipuerto Academia Militar ""Mcal. Francisco Solano L?pez""";PY;"Academia Militar ""Mcal. Francisco Solano L?pez""";
Helipuerto Hospital Militar Central;PY;Hospital Militar Central;
Helipuerto Gran Cuartel General de las Fuerzas Militares;PY;Gran Cuartel General de las Fuerzas Militares;
Helipuerto Hospital Regional del IPS;PY;Hospital Regional del IPS;
Helipuerto ??rea Naval de Canindey??;PY;??rea Naval de Canindey??;
Helipuerto ??rea Naval de Itap??;PY;??rea Naval de Itap??a;
Helipuerto ??rea Naval y Prefectura de la Zona del Este;PY;??rea Naval y Prefectura de la Zona del Este;
Helipuerto Costanera de Encarnaci?n;PY;Av. Costanera de Encarnaci?n;
Helipuerto Sanatorio Brit?nico;PY;Helipuerto del Sanatorio Brit?nico;
Helipuerto de la Agrupaci?n Aero Fluvial Policial;PY;Agrupaci?n Aero Fluvial Policial;
Helipuerto del Comando de Infanter?a de Marina;PY;Comando de Infanter?a de Marina;
Helipuerto Banco Sudameris;PY;Corporativo del Banco Sudameris;
Helipuerto Hospital San Jorge;PY;Hospital San Jorge;
Helipuerto Comando del Ej?rcito;PY;Comando del Ej?rcito;
Aer?dromo Array?n;PY;Luque;
Helipuerto Nicol?s Bo;PY;Villa Hayes;
Helipuerto del Comando de Artiller?a;PY;Comando de Artiller?a;
Helipuerto Comando de Operaciones de Defensa Interna de las Fuerzas de Tarea Conjunta N??1;PY;Comando de Operaciones de Defensa Interna;
Helipuerto Comando de Operaciones de Defensa Interna de las Fuerzas de Tarea Conjunta N??2;PY;Comando de Operaciones de Defensa Interna;
Helipuerto Comando de Operaciones de Defensa Interna de las Fuerzas de Tarea Conjunta N??3;PY;Comando de Operaciones de Defensa Interna;
Helipuerto del Comando de Comunicaciones;PY;Comando de Comunicaciones;
"Base de la Fuerza A?rea Paraguaya ""Nueva Asunci?n""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Dr. Luis Mar?a Arga?a""";PY;;
"Base de la Fuerza A?rea Paraguaya ""General Adri?n Jara""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Dr. Augusto Roberto Fuster""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Guaran?""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Yacyret?""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Ayolas""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Teniente Am?n Ayub Gonz?lez""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Aviadores del Chaco""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Silvio Pettirossi""";PY;;
"Base de la Fuerza A?rea Paraguaya ""??u Guas??""";PY;;
"Base de la Fuerza A?rea Paraguaya ""Mariscal Francisco Solano L?pez""";PY;;
Asunci?n Jockey Club Race Track Heliport;PY;La Recoleta;
Aer?dromo de Villa Hayes;PY;Villa Hayes;
Aer?dromo de Puerto Leda;PY;Puerto Leda;
Aer?dromo de Puerto La Victoria;PY;Puerto La Victoria;
Perry Island Seaplane Base;US;Perry Island;
Kili Airport;MH;Kili Island;
Dukhan / Tamim Airbase;QA;Dukhan;
Abu Samra Border Post Helipad;QA;As Salwa;
Banana Island Helipad;QA;Doha;
Al Wakrah Hospital Helipad;QA;Al Wakrah;
Hamad Emergency Heliport;QA;Doha;
JW Marriott Marquis City Center Helipad;QA;Doha;
Hamad Medical Corporation Helipad 3;QA;Doha;
Al Faisal Tower Heliport;QA;Doha;
Mesaleed Airfield;QA;Mesaleed;
Al Rayyan Air Defense Base Helipad;QA;Al Rayyan;
Hilton Salwa Beach Helipad;QA;Al Rayyan;
Umm Garn Airport;QA;Rawdat Hawtan;
Halul Heliport;QA;Halul Island;
Dukhan Airport;QA;Dukhan;
Military Helipad;QA;;
Military Helipad;QA;;
Igaliku Heliport;GL;Igaliku;
Pocheon (G-217) Airport;KR;Pocheon;
Alkali Lake State Airport;US;Alkali Lake;
Wakonda Beach State Airport;US;Waldport;
Rakanda Airport;PG;Rakanda;
Arawa Airport;PG;Arawa;
Rock Creek Airport;US;Clinton;
Gangshan Air Force Base;TW;Kaohsiung (Gangshan);
Kinmen Airport;TW;Shang-I;RCBS
Qimei Airport;TW;Qimei;RCCM
Pingtung Air Force Base;TW;Pingtung;RCDC
Longtan Air Base;TW;Longtan;
Matsu Nangan Airport;TW;Matsu (Nangan);RCFG
Taitung Airport;TW;Taitung City;RCFN
L??dao Airport;TW;L??dao;RCGI
Kaohsiung International Airport;TW;Kaohsiung (Xiaogang);RCKH
Chiayi Airport;TW;Shuishang;RCKU
Hengchun Airport;TW;Hengchun;RCKW
Xiaoliuqiu Heliport;TW;Xiaoliuqiu;
Dongsha Island (Pratas Island) Airport;TW;Kaohsiung (Cijin - Pratas Island);RCLM
Lanyu Airport;TW;Orchid Island;RCLY
Taichung International Airport / Ching Chuang Kang Air Base;TW;Taichung (Qingshui);RCMQ
Matsu Beigan Airport;TW;Matsu (Beigan);RCMT
Tainan International Airport / Tainan Air Base;TW;Tainan (Rende);RCNN
Dongji Heliport;TW;Wang'an;
Hsinchu Air Base;TW;Hsinchu City;RCPO
Penghu Magong Airport;TW;Huxi;RCQC
Chihhang Air Base;TW;Taitung City;
Riyuetan (Sun Moon Lake) Heliport;TW;Riyuetan;
Taiping Island Airport;TW;Kaohsiung (Cijin - Taiping Island);
Pingtung Air Force Base North;TW;Pingtung;
Taipei Songshan Airport;TW;Taipei (Songshan);RCSS
Taiwan Taoyuan International Airport;TW;Taoyuan;RCTP
Wang'an Airport;TW;Wang'an;RCWA
Xinshe Army Heliport;TW;Taichung (Xinshe);
Guiren Airport / Guiren Army Airfield;TW;Guiren;
Hualien Airport;TW;Hualien City;RCYU
Red Devil Airport;US;Red Devil;
Adventure Reunion Paramotor Field;RE;Les Trois-Bassins;
Uca Airfield;RE;Bras-Panon;
Corail Helicopters Heliport;RE;Saint-Paul;
Saint-Pierre Hospital Heliport;RE;Saint-Pierre;
Saint-Beno??t Hospital Heliport;RE;Saint-Beno??t;
Saint-Leu Paraglider Field;RE;Saint-Leu;
Cilaos Heliport;RE;Cilaos;
Cambaie Airfield;RE;;
Grand Coude Altisurface;RE;Grand Coude;
N 210 Helipad;KR;;
Alxa Right Banner Badanjilin Airport;CN;Badanjilin;
Kent County Memorial Hospital Heliport;US;Warwick;
Grayrock Ridge Heliport;US;Cumberland;
Tiverton Seaplane Base;US;Tiverton;
Wing-Over Farm Airport;US;Tiverton;
South County Hospital Heliport;US;Wakefield;
Riconn Airport;US;Greene;
Foxridge Farm Heliport;US;West Kingston;
One Hospital Trust Heliport;US;Providence;
Keskinen Balloonport;US;Coventry;
Goat Island Heliport;US;Newport;
Westerly Hospital Heliport;US;Westerly;
